"时间（周）","话题热度占比（%）","95%置信区间上界（%）","95%置信区间下界（%）","话题热度占比预测（%）","置信度为95%的预测区间下界（%）","置信度为95%的预测区间上界（%）"
"string","number","number","number","number","number","number"
"201333","1.13124193489786","1.91034028311249","0.352143586683233","NaN","NaN","NaN"
"201334","1.15281873190341","1.93191708011804","0.373720383688786","NaN","NaN","NaN"
"201335","0.693032340773065","1.47213068898769","-0.0860660074415617","NaN","NaN","NaN"
"201336","1.08472073744139","1.86381908565602","0.305622389226766","NaN","NaN","NaN"
"201337","0.835885389522078","1.6149837377367","0.0567870413074517","NaN","NaN","NaN"
"201338","0.624518428953117","1.40361677716774","-0.15457991926151","NaN","NaN","NaN"
"201339","1.24767049976122","2.02676884797584","0.468572151546589","NaN","NaN","NaN"
"201340","0.717707134268838","1.49680548248346","-0.061391213945788","NaN","NaN","NaN"
"201341","0.642381759016621","1.42148010723125","-0.136716589198005","NaN","NaN","NaN"
"201342","0.847068732314756","1.62616708052938","0.0679703841001297","NaN","NaN","NaN"
"201343","0.836900756987529","1.61599910520216","0.0578024087729022","NaN","NaN","NaN"
"201344","0.642876637445727","1.42197498566035","-0.1362217107689","NaN","NaN","NaN"
"201345","0.709097077919874","1.4881954261345","-0.0700012702947524","NaN","NaN","NaN"
"201346","0.852942081070139","1.63204042928477","0.0738437328555122","NaN","NaN","NaN"
"201347","1.01589889853941","1.79499724675403","0.23680055032478","NaN","NaN","NaN"
"201348","0.810985752321834","1.59008410053646","0.0318874041072073","NaN","NaN","NaN"
"201349","0.915565042125274","1.6946633903399","0.136466693910647","NaN","NaN","NaN"
"201350","0.878059410511049","1.65715775872568","0.0989610622964225","NaN","NaN","NaN"
"201351","0.999238785495052","1.77833713370968","0.220140437280425","NaN","NaN","NaN"
"201352","0.92372730693941","1.70282565515404","0.144628958724784","NaN","NaN","NaN"
"201401","0.956472532353976","1.7355708805686","0.177374184139349","NaN","NaN","NaN"
"201402","1.24144147050563","2.02053981872026","0.462343122291008","NaN","NaN","NaN"
"201403","0.99725504251709","1.77635339073172","0.218156694302463","NaN","NaN","NaN"
"201404","0.850520634141859","1.62961898235649","0.0714222859272329","NaN","NaN","NaN"
"201405","1.02336083010647","1.8024591783211","0.244262481891846","NaN","NaN","NaN"
"201406","0.837480272163952","1.61657862037858","0.0583819239493253","NaN","NaN","NaN"
"201407","0.762566273234294","1.54166462144892","-0.0165320749803322","NaN","NaN","NaN"
"201408","0.825976549444876","1.6050748976595","0.046878201230249","NaN","NaN","NaN"
"201409","0.711450306618583","1.49054865483321","-0.0676480415960431","NaN","NaN","NaN"
"201410","0.833683928614928","1.61278227682955","0.0545855804003017","NaN","NaN","NaN"
"201411","0.669871056432979","1.44896940464761","-0.109227291781647","NaN","NaN","NaN"
"201412","0.836462559438411","1.61556090765304","0.0573642112237843","NaN","NaN","NaN"
"201413","0.871952424685735","1.65105077290036","0.0928540764711088","NaN","NaN","NaN"
"201414","0.722085457292976","1.5011838055076","-0.0570128909216504","NaN","NaN","NaN"
"201415","0.807903474995941","1.58700182321057","0.0288051267813146","NaN","NaN","NaN"
"201416","0.731423406860032","1.51052175507466","-0.0476749413545943","NaN","NaN","NaN"
"201417","0.759586270532553","1.53868461874718","-0.0195120776820731","NaN","NaN","NaN"
"201418","0.650886648822591","1.42998499703722","-0.128211699392035","NaN","NaN","NaN"
"201419","0.740629019297195","1.51972736751182","-0.0384693289174317","NaN","NaN","NaN"
"201420","0.727443088375288","1.50654143658991","-0.0516552598393389","NaN","NaN","NaN"
"201421","0.658323448765697","1.43742179698032","-0.120774899448929","NaN","NaN","NaN"
"201422","0.877020200906156","1.65611854912078","0.0979218526915297","NaN","NaN","NaN"
"201423","0.867193062738001","1.64629141095263","0.0880947145233742","NaN","NaN","NaN"
"201424","0.691335488733571","1.4704338369482","-0.0877628594810556","NaN","NaN","NaN"
"201425","0.842339061258917","1.62143740947354","0.0632407130442908","NaN","NaN","NaN"
"201426","0.976922319421115","1.75602066763574","0.197823971206489","NaN","NaN","NaN"
"201427","1.21415852040592","1.99325686862055","0.435060172191297","NaN","NaN","NaN"
"201428","0.918975677285204","1.69807402549983","0.139877329070577","NaN","NaN","NaN"
"201429","0.943062590669558","1.72216093888418","0.163964242454931","NaN","NaN","NaN"
"201430","0.90972619533979","1.68882454355442","0.130627847125164","NaN","NaN","NaN"
"201431","0.892522380227718","1.67162072844234","0.113424032013092","NaN","NaN","NaN"
"201451","0.879627173306231","1.65872552152086","0.100528825091605","NaN","NaN","NaN"
"201452","0.773000482003471","1.5520988302181","-0.0060978662111558","NaN","NaN","NaN"
"201453","0.879073081561442","1.65817142977607","0.0999747333468156","NaN","NaN","NaN"
"201501","0.618085348012083","1.39718369622671","-0.161013000202544","NaN","NaN","NaN"
"201502","0.95529352562178","1.73439187383641","0.176195177407153","NaN","NaN","NaN"
"201503","0.859191939443951","1.63829028765858","0.080093591229324","NaN","NaN","NaN"
"201504","0.755376424098892","1.53447477231352","-0.0237219241157344","NaN","NaN","NaN"
"201505","0.673063958715301","1.45216230692993","-0.106034389499325","NaN","NaN","NaN"
"201506","0.780063909446306","1.55916225766093","0.000965561231679526","NaN","NaN","NaN"
"201507","0.796158218969193","1.57525656718382","0.0170598707545664","NaN","NaN","NaN"
"201508","0.702480528611936","1.48157887682656","-0.0766178196026901","NaN","NaN","NaN"
"201509","0.689943674152811","1.46904202236744","-0.0891546740618158","NaN","NaN","NaN"
"201510","0.858598632515936","1.63769698073056","0.0795002843013093","NaN","NaN","NaN"
"201511","0.851549807800375","1.630648156015","0.0724514595857487","NaN","NaN","NaN"
"201512","1.03051904236975","1.80961739058438","0.251420694155123","NaN","NaN","NaN"
"201513","0.973844150533597","1.75294249874822","0.19474580231897","NaN","NaN","NaN"
"201514","0.891714315899213","1.67081266411384","0.112615967684586","NaN","NaN","NaN"
"201515","0.861884957401263","1.64098330561589","0.0827866091866369","NaN","NaN","NaN"
"201516","0.98446560358912","1.76356395180375","0.205367255374494","NaN","NaN","NaN"
"201517","0.978980227660614","1.75807857587524","0.199881879445988","NaN","NaN","NaN"
"201518","0.779443974672973","1.5585423228876","0.000345626458346775","NaN","NaN","NaN"
"201519","0.878842569656708","1.65794091787133","0.0997442214420816","NaN","NaN","NaN"
"201520","0.837577163282267","1.61667551149689","0.0584788150676408","NaN","NaN","NaN"
"201521","0.823970884260038","1.60306923247466","0.0448725360454118","NaN","NaN","NaN"
"201522","0.920435802813262","1.69953415102789","0.141337454598636","NaN","NaN","NaN"
"201523","0.87856046930169","1.65765881751632","0.0994621210870633","NaN","NaN","NaN"
"201524","0.772326043221562","1.55142439143619","-0.00677230499306434","NaN","NaN","NaN"
"201525","0.858204146084859","1.63730249429949","0.0791057978702324","NaN","NaN","NaN"
"201526","0.947298537081352","1.72639688529598","0.168200188866725","NaN","NaN","NaN"
"201527","0.860314988497614","1.63941333671224","0.0812166402829877","NaN","NaN","NaN"
"201528","1.21305056243735","1.99214891065197","0.43395221422272","NaN","NaN","NaN"
"201529","1.30253304480328","2.0816313930179","0.52343469658865","NaN","NaN","NaN"
"201530","0.894029651154139","1.67312799936877","0.114931302939512","NaN","NaN","NaN"
"201531","0.890617808970616","1.66971615718524","0.11151946075599","NaN","NaN","NaN"
"201532","1.09719634580966","1.87629469402429","0.318097997595032","NaN","NaN","NaN"
"201533","0.875254000530485","1.65435234874511","0.0961556523158583","NaN","NaN","NaN"
"201534","0.849178989545646","1.62827733776027","0.0700806413310198","NaN","NaN","NaN"
"201535","0.992146181904256","1.77124453011888","0.21304783368963","NaN","NaN","NaN"
"201536","0.977964422199152","1.75706277041378","0.198866073984525","NaN","NaN","NaN"
"201537","1.01759323006427","1.7966915782789","0.238494881849643","NaN","NaN","NaN"
"201538","0.896401028034735","1.67549937624936","0.117302679820109","NaN","NaN","NaN"
"201539","0.950273617205605","1.72937196542023","0.171175268990979","NaN","NaN","NaN"
"201540","0.638283099672247","1.41738144788687","-0.140815248542379","NaN","NaN","NaN"
"201541","0.801010037887851","1.58010838610248","0.0219116896732244","NaN","NaN","NaN"
"201542","0.638927184171821","1.41802553238645","-0.140171164042806","NaN","NaN","NaN"
"201543","0.770666025953619","1.54976437416825","-0.00843232226100735","NaN","NaN","NaN"
"201544","0.698500099647096","1.47759844786172","-0.0805982485675304","NaN","NaN","NaN"
"201545","0.553111032476321","1.33220938069095","-0.225987315738305","NaN","NaN","NaN"
"201546","0.683473113352177","1.4625714615668","-0.0956252348624492","NaN","NaN","NaN"
"201547","0.714697769446858","1.49379611766148","-0.0644005787677684","NaN","NaN","NaN"
"201548","0.623033369668816","1.40213171788344","-0.156064978545811","NaN","NaN","NaN"
"201549","0.746164425728376","1.525262773943","-0.0329339224862502","NaN","NaN","NaN"
"201550","0.661080230592414","1.44017857880704","-0.118018117622213","NaN","NaN","NaN"
"201551","0.704009974745952","1.48310832296058","-0.0750883734686747","NaN","NaN","NaN"
"201552","0.61589204203263","1.39499039024726","-0.163206306181997","NaN","NaN","NaN"
"201553","0.606529343509946","1.38562769172457","-0.17256900470468","NaN","NaN","NaN"
"201601","0.835446055301747","1.61454440351637","0.0563477070871208","NaN","NaN","NaN"
"201602","0.640153061149912","1.41925140936454","-0.138945287064715","NaN","NaN","NaN"
"201603","0.789647826107193","1.56874617432182","0.0105494778925665","NaN","NaN","NaN"
"201604","0.831366586648118","1.61046493486274","0.0522682384334918","NaN","NaN","NaN"
"201605","0.878918191455781","1.65801653967041","0.0998198432411544","NaN","NaN","NaN"
"201606","0.779754708057132","1.55885305627176","0.000656359842505453","NaN","NaN","NaN"
"201607","0.724243188515726","1.50334153673035","-0.0548551596989009","NaN","NaN","NaN"
"201608","0.876370724035106","1.65546907224973","0.0972723758204798","NaN","NaN","NaN"
"201609","0.685421378814277","1.4645197270289","-0.0936769694003493","NaN","NaN","NaN"
"201610","0.883873032948743","1.66297138116337","0.104774684734116","NaN","NaN","NaN"
"201611","1.0009940667895","1.78009241500413","0.221895718574878","NaN","NaN","NaN"
"201612","0.727682843894548","1.50678119210917","-0.0514155043200789","NaN","NaN","NaN"
"201613","0.746384282357449","1.52548263057208","-0.032714065857177","NaN","NaN","NaN"
"201614","0.857109375580595","1.63620772379522","0.0780110273659687","NaN","NaN","NaN"
"201615","0.891623869901622","1.67072221811625","0.112525521686996","NaN","NaN","NaN"
"201616","0.706067449477972","1.4851657976926","-0.073030898736655","NaN","NaN","NaN"
"201617","0.697985643305418","1.47708399152004","-0.0811127049092088","NaN","NaN","NaN"
"201618","0.844713660006535","1.62381200822116","0.0656153117919089","NaN","NaN","NaN"
"201619","0.7600046528304","1.53910300104503","-0.0190936953842261","NaN","NaN","NaN"
"201620","0.796539528170443","1.57563787638507","0.0174411799558167","NaN","NaN","NaN"
"201621","0.9310091006005","1.71010744881513","0.151910752385874","NaN","NaN","NaN"
"201622","0.91456000977314","1.69365835798777","0.135461661558514","NaN","NaN","NaN"
"201623","0.778992808365502","1.55809115658013","-0.000105539849124762","NaN","NaN","NaN"
"201624","0.8216552320763","1.60075358029093","0.0425568838616736","NaN","NaN","NaN"
"201625","0.754514281812608","1.53361263002723","-0.0245840664020188","NaN","NaN","NaN"
"201626","0.819691063221466","1.59878941143609","0.0405927150068394","NaN","NaN","NaN"
"201627","0.661204072566718","1.44030242078135","-0.117894275647908","NaN","NaN","NaN"
"201628","0.754857001391904","1.53395534960653","-0.0242413468227221","NaN","NaN","NaN"
"201629","0.75300852403973","1.53210687225436","-0.0260898241748961","NaN","NaN","NaN"
"201630","0.712546761742025","1.49164510995665","-0.0665515864726011","NaN","NaN","NaN"
"201631","0.798411066215097","1.57750941442972","0.0193127180004709","NaN","NaN","NaN"
"201632","0.800624418196992","1.57972276641162","0.0215260699823656","NaN","NaN","NaN"
"201633","0.724750645853514","1.50384899406814","-0.0543477023611127","NaN","NaN","NaN"
"201634","0.806794332396445","1.58589268061107","0.0276959841818185","NaN","NaN","NaN"
"201635","0.941178481478648","1.72027682969327","0.162080133264021","NaN","NaN","NaN"
"201636","0.90746789066378","1.68656623887841","0.128369542449153","NaN","NaN","NaN"
"201637","0.807369624750309","1.58646797296494","0.0282712765356826","NaN","NaN","NaN"
"201638","0.776357154124868","1.55545550233949","-0.00274119408975879","NaN","NaN","NaN"
"201639","0.839754845851486","1.61885319406611","0.0606564976368597","NaN","NaN","NaN"
"201640","0.70889325632877","1.4879916045434","-0.0702050918858568","NaN","NaN","NaN"
"201641","1.10628671975535","1.88538506796997","0.327188371540722","NaN","NaN","NaN"
"201642","0.852383481978284","1.63148183019291","0.0732851337636571","NaN","NaN","NaN"
"201643","0.838883728890114","1.61798207710474","0.0597853806754872","NaN","NaN","NaN"
"201644","0.764183025076091","1.54328137329072","-0.014915323138536","NaN","NaN","NaN"
"201645","0.965769448549746","1.74486779676437","0.18667110033512","NaN","NaN","NaN"
"201646","0.735403733958361","1.51450208217299","-0.0436946142562651","NaN","NaN","NaN"
"201647","1.03330409198159","1.81240244019621","0.25420574376696","NaN","NaN","NaN"
"201648","0.878987209419235","1.65808555763386","0.0998888612046082","NaN","NaN","NaN"
"201649","1.01967288961012","1.79877123782475","0.240574541395497","NaN","NaN","NaN"
"201650","0.877977679577496","1.65707602779212","0.0988793313628698","NaN","NaN","NaN"
"201651","1.0565223358331","1.83562068404773","0.277423987618478","NaN","NaN","NaN"
"201652","0.823707183132784","1.60280553134741","0.0446088349181575","NaN","NaN","NaN"
"201701","0.937944270365076","1.7170426185797","0.158845922150449","NaN","NaN","NaN"
"201702","0.850435779291484","1.62953412750611","0.0713374310768579","NaN","NaN","NaN"
"201703","0.747817472727019","1.52691582094165","-0.0312808754876074","NaN","NaN","NaN"
"201704","0.997682586640989","1.77678093485562","0.218584238426362","NaN","NaN","NaN"
"201705","0.886912865290626","1.66601121350525","0.107814517076","NaN","NaN","NaN"
"201706","0.636070610300299","1.41516895851493","-0.143027737914327","NaN","NaN","NaN"
"201707","0.971183996746761","1.75028234496139","0.192085648532134","NaN","NaN","NaN"
"201708","0.754569268381363","1.53366761659599","-0.0245290798332636","NaN","NaN","NaN"
"201709","0.791364378412539","1.57046272662717","0.0122660301979124","NaN","NaN","NaN"
"201710","0.715735658818084","1.49483400703271","-0.0633626893965422","NaN","NaN","NaN"
"201711","0.826010968526288","1.60510931674091","0.0469126203116614","NaN","NaN","NaN"
"201712","0.747583122850281","1.52668147106491","-0.0315152253643451","NaN","NaN","NaN"
"201713","0.613438135567852","1.39253648378248","-0.165660212646774","NaN","NaN","NaN"
"201714","0.796716490786419","1.57581483900105","0.0176181425717925","NaN","NaN","NaN"
"201715","0.738751249591998","1.51784959780662","-0.0403470986226285","NaN","NaN","NaN"
"201716","0.610627371159536","1.38972571937416","-0.16847097705509","NaN","NaN","NaN"
"201717","0.698071028086063","1.47716937630069","-0.0810273201285633","NaN","NaN","NaN"
"201718","0.72217542761427","1.5012737758289","-0.0569229206003565","NaN","NaN","NaN"
"201719","0.724606888895971","1.5037052371106","-0.0544914593186559","NaN","NaN","NaN"
"201720","0.692751553381275","1.4718499015959","-0.0863467948333515","NaN","NaN","NaN"
"201721","0.712137077566764","1.49123542578139","-0.0669612706478621","NaN","NaN","NaN"
"201722","0.867408366363822","1.64650671457845","0.0883100181491955","NaN","NaN","NaN"
"201723","0.832651164297477","1.6117495125121","0.05355281608285","NaN","NaN","NaN"
"201724","0.752702628708576","1.5318009769232","-0.0263957195060504","NaN","NaN","NaN"
"201725","0.799937623339366","1.57903597155399","0.0208392751247396","NaN","NaN","NaN"
"201726","0.768405584805024","1.54750393301965","-0.0106927634096021","NaN","NaN","NaN"
"201727","0.845136042448729","1.62423439066336","0.0660376942341025","NaN","NaN","NaN"
"201728","0.678826930399133","1.45792527861376","-0.100271417815494","NaN","NaN","NaN"
"201729","0.781182118512028","1.56028046672665","0.00208377029740116","NaN","NaN","NaN"
"201730","0.65030997023125","1.42940831844588","-0.128788377983377","NaN","NaN","NaN"
"201731","0.619720516056494","1.39881886427112","-0.159377832158133","NaN","NaN","NaN"
"201732","0.8079525001513","1.58705084836593","0.0288541519366732","NaN","NaN","NaN"
"201733","0.753766805497193","1.53286515371182","-0.0253315427174336","NaN","NaN","NaN"
"201734","0.774798702874297","1.55389705108892","-0.00429964534032923","NaN","NaN","NaN"
"201735","0.57975225337522","1.35885060158985","-0.199346094839407","NaN","NaN","NaN"
"201736","0.752866327908659","1.53196467612329","-0.0262320203059679","NaN","NaN","NaN"
"201737","0.734595018831718","1.51369336704634","-0.0445033293829086","NaN","NaN","NaN"
"201738","0.691741226060273","1.4708395742749","-0.0873571221543531","NaN","NaN","NaN"
"201739","0.74466119110354","1.52375953931817","-0.0344371571110866","NaN","NaN","NaN"
"201740","0.665620143261249","1.44471849147588","-0.113478204953377","NaN","NaN","NaN"
"201741","0.822588088853601","1.60168643706823","0.0434897406389743","NaN","NaN","NaN"
"201742","0.685390630660511","1.46448897887514","-0.0937077175541154","NaN","NaN","NaN"
"201743","0.678559247073619","1.45765759528825","-0.100539101141007","NaN","NaN","NaN"
"201744","0.567235364473477","1.3463337126881","-0.21186298374115","NaN","NaN","NaN"
"201745","0.740775171455323","1.51987351966995","-0.0383231767593036","NaN","NaN","NaN"
"201746","0.566543805314251","1.34564215352888","-0.212554542900375","NaN","NaN","NaN"
"201747","0.606199104685882","1.38529745290051","-0.172899243528744","NaN","NaN","NaN"
"201748","0.807752411195118","1.58685075940974","0.0286540629804915","NaN","NaN","NaN"
"201749","0.623066388612934","1.40216473682756","-0.156031959601693","NaN","NaN","NaN"
"201750","0.682708620354512","1.46180696856914","-0.0963897278601142","NaN","NaN","NaN"
"201751","0.666442763600978","1.4455411118156","-0.112655584613648","NaN","NaN","NaN"
"201752","0.681659571761245","1.46075791997587","-0.0974387764533815","NaN","NaN","NaN"
"201801","0.556541442183307","1.33563979039793","-0.22255690603132","NaN","NaN","NaN"
"201802","0.644435013767202","1.42353336198183","-0.134663334447424","NaN","NaN","NaN"
"201803","0.828036295922743","1.60713464413737","0.0489379477081164","NaN","NaN","NaN"
"201804","1.29054559718123","2.06964394539585","0.5114472489666","NaN","NaN","NaN"
"201805","0.65987985051532","1.43897819872995","-0.119218497699306","NaN","NaN","NaN"
"201806","0.927660377911185","1.70675872612581","0.148562029696559","NaN","NaN","NaN"
"201807","1.31469784977072","2.09379619798535","0.535599501556097","NaN","NaN","NaN"
"201808","1.09776998628016","1.87686833449479","0.318671638065533","NaN","NaN","NaN"
"201809","1.03953943754738","1.81863778576201","0.260441089332758","NaN","NaN","NaN"
"201810","1.12915067101719","1.90824901923181","0.350052322802559","NaN","NaN","NaN"
"201811","1.26073441823472","2.03983276644935","0.481636070020098","NaN","NaN","NaN"
"201812","0.581296923174243","1.36039527138887","-0.197801425040384","NaN","NaN","NaN"
"201813","0.949667499965571","1.7287658481802","0.170569151750945","NaN","NaN","NaN"
"201814","1.00601608251117","1.78511443072579","0.226917734296539","NaN","NaN","NaN"
"201815","0.605893336121079","1.38499168433571","-0.173205012093548","NaN","NaN","NaN"
"201816","0.692631215745917","1.47172956396054","-0.0864671324687097","NaN","NaN","NaN"
"201817","0.774156086135543","1.55325443435017","-0.00494226207908306","NaN","NaN","NaN"
"201818","0.547943116531089","1.32704146474572","-0.231155231683538","NaN","NaN","NaN"
"201819","0.696003279195624","1.47510162741025","-0.0830950690190023","NaN","NaN","NaN"
"201820","0.654919116110941","1.43401746432557","-0.124179232103685","NaN","NaN","NaN"
"201821","0.638456591597167","1.41755493981179","-0.14064175661746","NaN","NaN","NaN"
"201822","0.701943888408735","1.48104223662336","-0.0771544598058915","NaN","NaN","NaN"
"201823","0.566280230514177","1.3453785787288","-0.212818117700449","NaN","NaN","NaN"
"201824","0.754649885787713","1.53374823400234","-0.0244484624269131","NaN","NaN","NaN"
"201825","0.991034031305778","1.7701323795204","0.211935683091151","NaN","NaN","NaN"
"201826","0.912490776092831","1.69158912430746","0.133392427878205","NaN","NaN","NaN"
"201827","0.77299783552998","1.55209618374461","-0.00610051268464685","NaN","NaN","NaN"
"201828","0.953218438703769","1.7323167869184","0.174120090489143","NaN","NaN","NaN"
"201829","1.38121152654872","2.16030987476335","0.602113178334094","NaN","NaN","NaN"
"201830","1.17957010644776","1.95866845466238","0.400471758233129","NaN","NaN","NaN"
"201831","0.885503102950162","1.66460145116479","0.106404754735536","NaN","NaN","NaN"
"201832","1.15669416158608","1.93579250980071","0.377595813371456","NaN","NaN","NaN"
"201833","1.19967701152773","1.97877535974236","0.420578663313106","NaN","NaN","NaN"
"201834","1.02956106755556","1.80865941577018","0.250462719340931","NaN","NaN","NaN"
"201835","1.17385125972091","1.95294960793553","0.394752911506279","NaN","NaN","NaN"
"201836","1.14748937654549","1.92658772476012","0.368391028330868","NaN","NaN","NaN"
"201837","0.828094079312038","1.60719242752667","0.0489957310974119","NaN","NaN","NaN"
"201838","0.965060624571947","1.74415897278657","0.185962276357321","NaN","NaN","NaN"
"201839","1.21789533246177","1.99699368067639","0.438796984247142","NaN","NaN","NaN"
"201840","1.37940540817461","2.15850375638923","0.600307059959981","NaN","NaN","NaN"
"201841","1.56527632274763","2.34437467096226","0.786177974533008","NaN","NaN","NaN"
"201842","1.07306665598932","1.85216500420395","0.293968307774695","NaN","NaN","NaN"
"201843","1.10272376403707","1.8818221122517","0.323625415822448","NaN","NaN","NaN"
"201844","0.840840889777525","1.61993923799215","0.0617425415628987","NaN","NaN","NaN"
"201845","1.25638771995378","2.03548606816841","0.477289371739156","NaN","NaN","NaN"
"201846","0.611043402002499","1.39014175021713","-0.168054946212128","NaN","NaN","NaN"
"201847","0.949295776564581","1.72839412477921","0.170197428349954","NaN","NaN","NaN"
"201848","0.910607067374598","1.68970541558922","0.131508719159971","NaN","NaN","NaN"
"201849","0.39415670286472","1.17325505107935","-0.384941645349906","NaN","NaN","NaN"
"201850","0.660066356610936","1.43916470482556","-0.119031991603691","NaN","NaN","NaN"
"201851","0.893259596800192","1.67235794501482","0.114161248585566","NaN","NaN","NaN"
"201852","0.677684715281094","1.45678306349572","-0.101413632933533","NaN","NaN","NaN"
"201853","0.584001154861003","1.36309950307563","-0.195097193353624","NaN","NaN","NaN"
"201901","0.703964428858162","1.48306277707279","-0.0751339193564645","NaN","NaN","NaN"
"201902","0.759743664353545","1.53884201256817","-0.019354683861081","NaN","NaN","NaN"
"201903","0.695090191445772","1.4741885396604","-0.0840081567688543","NaN","NaN","NaN"
"201904","0.764578650847785","1.54367699906241","-0.0145196973668415","NaN","NaN","NaN"
"201905","0.897125064634076","1.6762234128487","0.11802671641945","NaN","NaN","NaN"
"201906","0.850454938985993","1.62955328720062","0.0713565907713667","NaN","NaN","NaN"
"201907","0.6474393227644","1.42653767097903","-0.131659025450227","NaN","NaN","NaN"
"201908","0.700250991566352","1.47934933978098","-0.0788473566482746","NaN","NaN","NaN"
"201909","0.849461486389912","1.62855983460454","0.0703631381752855","NaN","NaN","NaN"
"201910","0.681342526103799","1.46044087431843","-0.0977558221108274","NaN","NaN","NaN"
"201911","0.792064176174245","1.57116252438887","0.0129658279596181","NaN","NaN","NaN"
"201912","0.923572657570822","1.70267100578545","0.144474309356196","NaN","NaN","NaN"
"201913","0.857171462996717","1.63626981121134","0.0780731147820906","NaN","NaN","NaN"
"201914","0.96283455311655","1.74193290133118","0.183736204901924","NaN","NaN","NaN"
"201915","1.1078445754337","1.88694292364833","0.328746227219072","NaN","NaN","NaN"
"201916","0.887365163386766","1.66646351160139","0.10826681517214","NaN","NaN","NaN"
"201917","0.843343619710554","1.62244196792518","0.0642452714959277","NaN","NaN","NaN"
"201918","0.990957891551909","1.77005623976654","0.211859543337282","NaN","NaN","NaN"
"201919","1.07403388165313","1.85313222986776","0.294935533438504","NaN","NaN","NaN"
"201920","0.968225254477184","1.74732360269181","0.189126906262558","NaN","NaN","NaN"
"201921","0.864664341533411","1.64376268974804","0.0855659933187843","NaN","NaN","NaN"
"201922","0.882012755138875","1.6611111033535","0.102914406924249","NaN","NaN","NaN"
"201923","0.823240675231537","1.60233902344616","0.0441423270169102","NaN","NaN","NaN"
"201924","0.855809131345295","1.63490747955992","0.0767107831306686","NaN","NaN","NaN"
"201925","0.855284717445593","1.63438306566022","0.0761863692309666","NaN","NaN","NaN"
"201926","0.734809229852908","1.51390757806753","-0.0442891183617186","NaN","NaN","NaN"
"201927","0.768397425849015","1.54749577406364","-0.0107009223656117","NaN","NaN","NaN"
"201928","0.684397874654402","1.46349622286903","-0.0947004735602245","NaN","NaN","NaN"
"201929","0.724240558914071","1.5033389071287","-0.0548577893005558","NaN","NaN","NaN"
"201930","0.772555851811471","1.5516542000261","-0.00654249640315505","NaN","NaN","NaN"
"201931","0.634026848014261","1.41312519622889","-0.145071500200365","NaN","NaN","NaN"
"201932","0.626516488322727","1.40561483653735","-0.1525818598919","NaN","NaN","NaN"
"201933","0.713380958936888","1.49247930715151","-0.0657173892777387","NaN","NaN","NaN"
"201934","0.742647016257849","1.52174536447248","-0.0364513319567775","NaN","NaN","NaN"
